"Mês","","Variável",""
"agosto 2018","Brasil","IPCA - Variação mensal (%)","-0.09"
"setembro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5080.8300000000000"
"setembro 2018","Brasil","IPCA - Variação mensal (%)","0.48"
"outubro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5103.6900000000000"
"outubro 2018","Brasil","IPCA - Variação mensal (%)","0.45"
"novembro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5092.9700000000000"
"novembro 2018","Brasil","IPCA - Variação mensal (%)","-0.21"
"dezembro 2018","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5100.6100000000000"
"dezembro 2018","Brasil","IPCA - Variação mensal (%)","0.15"
"janeiro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5116.9300000000000"
"janeiro 2019","Brasil","IPCA - Variação mensal (%)","0.32"
"fevereiro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5138.9300000000000"
"fevereiro 2019","Brasil","IPCA - Variação mensal (%)","0.43"
"março 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5177.4700000000000"
"março 2019","Brasil","IPCA - Variação mensal (%)","0.75"
"abril 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5206.9800000000000"
"abril 2019","Brasil","IPCA - Variação mensal (%)","0.57"
"maio 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5213.7500000000000"
"maio 2019","Brasil","IPCA - Variação mensal (%)","0.13"
"junho 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5214.2700000000000"
"junho 2019","Brasil","IPCA - Variação mensal (%)","0.01"
"julho 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5224.1800000000000"
"julho 2019","Brasil","IPCA - Variação mensal (%)","0.19"
"agosto 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5229.9300000000000"
"agosto 2019","Brasil","IPCA - Variação mensal (%)","0.11"
"setembro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5227.8400000000000"
"setembro 2019","Brasil","IPCA - Variação mensal (%)","-0.04"
"outubro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5233.0700000000000"
"outubro 2019","Brasil","IPCA - Variação mensal (%)","0.10"
"novembro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5259.7600000000000"
"novembro 2019","Brasil","IPCA - Variação mensal (%)","0.51"
"dezembro 2019","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5320.2500000000000"
"dezembro 2019","Brasil","IPCA - Variação mensal (%)","1.15"
"janeiro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5331.4200000000000"
"janeiro 2020","Brasil","IPCA - Variação mensal (%)","0.21"
"fevereiro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5344.7500000000000"
"fevereiro 2020","Brasil","IPCA - Variação mensal (%)","0.25"
"março 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5348.4900000000000"
"março 2020","Brasil","IPCA - Variação mensal (%)","0.07"
"abril 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5331.9100000000000"
"abril 2020","Brasil","IPCA - Variação mensal (%)","-0.31"
"maio 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5311.6500000000000"
"maio 2020","Brasil","IPCA - Variação mensal (%)","-0.38"
"junho 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5325.4600000000000"
"junho 2020","Brasil","IPCA - Variação mensal (%)","0.26"
"julho 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5344.6300000000000"
"julho 2020","Brasil","IPCA - Variação mensal (%)","0.36"
"agosto 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5357.4600000000000"
"agosto 2020","Brasil","IPCA - Variação mensal (%)","0.24"
"setembro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5391.7500000000000"
"setembro 2020","Brasil","IPCA - Variação mensal (%)","0.64"
"outubro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5438.1200000000000"
"outubro 2020","Brasil","IPCA - Variação mensal (%)","0.86"
"novembro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5486.5200000000000"
"novembro 2020","Brasil","IPCA - Variação mensal (%)","0.89"
"dezembro 2020","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5560.5900000000000"
"dezembro 2020","Brasil","IPCA - Variação mensal (%)","1.35"
"janeiro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5574.4900000000000"
"janeiro 2021","Brasil","IPCA - Variação mensal (%)","0.25"
"fevereiro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5622.4300000000000"
"fevereiro 2021","Brasil","IPCA - Variação mensal (%)","0.86"
"março 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5674.7200000000000"
"março 2021","Brasil","IPCA - Variação mensal (%)","0.93"
"abril 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5692.3100000000000"
"abril 2021","Brasil","IPCA - Variação mensal (%)","0.31"
"maio 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5739.5600000000000"
"maio 2021","Brasil","IPCA - Variação mensal (%)","0.83"
"junho 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5769.9800000000000"
"junho 2021","Brasil","IPCA - Variação mensal (%)","0.53"
"julho 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5825.3700000000000"
"julho 2021","Brasil","IPCA - Variação mensal (%)","0.96"
"agosto 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5876.0500000000000"
"agosto 2021","Brasil","IPCA - Variação mensal (%)","0.87"
"setembro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","5944.2100000000000"
"setembro 2021","Brasil","IPCA - Variação mensal (%)","1.16"
"outubro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6018.5100000000000"
"outubro 2021","Brasil","IPCA - Variação mensal (%)","1.25"
"novembro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6075.6900000000000"
"novembro 2021","Brasil","IPCA - Variação mensal (%)","0.95"
"dezembro 2021","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6120.0400000000000"
"dezembro 2021","Brasil","IPCA - Variação mensal (%)","0.73"
"janeiro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6153.0900000000000"
"janeiro 2022","Brasil","IPCA - Variação mensal (%)","0.54"
"fevereiro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6215.2400000000000"
"fevereiro 2022","Brasil","IPCA - Variação mensal (%)","1.01"
"março 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6315.9300000000000"
"março 2022","Brasil","IPCA - Variação mensal (%)","1.62"
"abril 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6382.8800000000000"
"abril 2022","Brasil","IPCA - Variação mensal (%)","1.06"
"maio 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6412.8800000000000"
"maio 2022","Brasil","IPCA - Variação mensal (%)","0.47"
"junho 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6455.8500000000000"
"junho 2022","Brasil","IPCA - Variação mensal (%)","0.67"
"julho 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6411.9500000000000"
"julho 2022","Brasil","IPCA - Variação mensal (%)","-0.68"
"agosto 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6388.8700000000000"
"agosto 2022","Brasil","IPCA - Variação mensal (%)","-0.36"
"setembro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6370.3400000000000"
"setembro 2022","Brasil","IPCA - Variação mensal (%)","-0.29"
"outubro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6407.9300000000000"
"outubro 2022","Brasil","IPCA - Variação mensal (%)","0.59"
"novembro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6434.2000000000000"
"novembro 2022","Brasil","IPCA - Variação mensal (%)","0.41"
"dezembro 2022","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6474.0900000000000"
"dezembro 2022","Brasil","IPCA - Variação mensal (%)","0.62"
"janeiro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6508.4000000000000"
"janeiro 2023","Brasil","IPCA - Variação mensal (%)","0.53"
"fevereiro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6563.0700000000000"
"fevereiro 2023","Brasil","IPCA - Variação mensal (%)","0.84"
"março 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6609.6700000000000"
"março 2023","Brasil","IPCA - Variação mensal (%)","0.71"
"abril 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6649.9900000000000"
"abril 2023","Brasil","IPCA - Variação mensal (%)","0.61"
"maio 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6665.2800000000000"
"maio 2023","Brasil","IPCA - Variação mensal (%)","0.23"
"junho 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6659.9500000000000"
"junho 2023","Brasil","IPCA - Variação mensal (%)","-0.08"
"julho 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6667.9400000000000"
"julho 2023","Brasil","IPCA - Variação mensal (%)","0.12"
"agosto 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6683.2800000000000"
"agosto 2023","Brasil","IPCA - Variação mensal (%)","0.23"
"setembro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6700.6600000000000"
"setembro 2023","Brasil","IPCA - Variação mensal (%)","0.26"
"outubro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6716.7400000000000"
"outubro 2023","Brasil","IPCA - Variação mensal (%)","0.24"
"novembro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6735.5500000000000"
"novembro 2023","Brasil","IPCA - Variação mensal (%)","0.28"
"dezembro 2023","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6773.2700000000000"
"dezembro 2023","Brasil","IPCA - Variação mensal (%)","0.56"
"janeiro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6801.7200000000000"
"janeiro 2024","Brasil","IPCA - Variação mensal (%)","0.42"
"fevereiro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6858.1700000000000"
"fevereiro 2024","Brasil","IPCA - Variação mensal (%)","0.83"
"março 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6869.1400000000000"
"março 2024","Brasil","IPCA - Variação mensal (%)","0.16"
"abril 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6895.2400000000000"
"abril 2024","Brasil","IPCA - Variação mensal (%)","0.38"
"maio 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6926.9600000000000"
"maio 2024","Brasil","IPCA - Variação mensal (%)","0.46"
"junho 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6941.5100000000000"
"junho 2024","Brasil","IPCA - Variação mensal (%)","0.21"
"julho 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6967.8900000000000"
"julho 2024","Brasil","IPCA - Variação mensal (%)","0.38"
"agosto 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6966.5000000000000"
"agosto 2024","Brasil","IPCA - Variação mensal (%)","-0.02"
"setembro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","6997.1500000000000"
"setembro 2024","Brasil","IPCA - Variação mensal (%)","0.44"
"outubro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7036.3300000000000"
"outubro 2024","Brasil","IPCA - Variação mensal (%)","0.56"
"novembro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7063.7700000000000"
"novembro 2024","Brasil","IPCA - Variação mensal (%)","0.39"
"dezembro 2024","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7100.5000000000000"
"dezembro 2024","Brasil","IPCA - Variação mensal (%)","0.52"
"janeiro 2025","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7111.8600000000000"
"janeiro 2025","Brasil","IPCA - Variação mensal (%)","0.16"
"fevereiro 2025","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7205.0300000000000"
"fevereiro 2025","Brasil","IPCA - Variação mensal (%)","1.31"
"março 2025","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7245.3800000000000"
"março 2025","Brasil","IPCA - Variação mensal (%)","0.56"
"abril 2025","Brasil","IPCA - Número-índice (base: dezembro de 1993 = 100) (Número-índice)","7276.5400000000000"
"abril 2025","Brasil","IPCA - Variação mensal (%)","0.43"
